Color Label,Hex Value,RGB
10RR 56/029,#C8C1C4,"(200, 193, 196)"
10RR 65/023,#D5CECF,"(213, 206, 207)"
Decadent Damson,#46383E,"(70, 56, 62)"
Dark Garnet,#5D3944,"(93, 57, 68)"
30RR 17/140,#856772,"(133, 103, 114)"
30RR 30/103,#A48C95,"(164, 140, 149)"
Dusted Fondant,#C3B3B8,"(195, 179, 184)"
Faded Petal,#DBCFD0,"(219, 207, 208)"
26RR 73/037,#E3DBDC,"(227, 219, 220)"
70RR 10/140,#6B4A50,"(107, 74, 80)"
70RR 16/116,#816469,"(129, 100, 105)"
70RR 24/096,#977F82,"(151, 127, 130)"
Heather Solstice,#B6A5A6,"(182, 165, 166)"
40RR 57/045,#CDC2C4,"(205, 194, 196)"
Sweet Embrace,#D6CCCA,"(214, 204, 202)"
74RR 76/023,#E5DFDE,"(229, 223, 222)"
84RR 05/082,#482E32,"(72, 46, 50)"
82RR 10/097,#5F4546,"(95, 69, 70)"
Rose Bark,#7B6364,"(123, 99, 100)"
90RR 35/060,#A99898,"(169, 152, 152)"
10YR 55/037,#C9BFBD,"(201, 191, 189)"
30YR 63/031,#D4CCC9,"(212, 204, 201)"
08YR 70/012,#DBD7D5,"(219, 215, 213)"
74RR 05/092,#442529,"(68, 37, 41)"
87RR 12/095,#6B5253,"(107, 82, 83)"
82RR 18/114,#85686A,"(133, 104, 106)"
90RR 31/100,#A78E8E,"(167, 142, 142)"
81RR 51/067,#C9B7B7,"(201, 183, 183)"
Faded Damson,#D8CFCD,"(216, 207, 205)"
90RR 73/027,#E3DBD8,"(227, 219, 216)"
01YR 07/180,#603231,"(96, 50, 49)"
10YR 17/184,#8F6360,"(143, 99, 96)"
Pressed Petal,#BC9795,"(188, 151, 149)"
10YR 50/101,#CEB2AF,"(206, 178, 175)"
Floating Petal,#D6C0BE,"(214, 192, 190)"
19YR 67/058,#DFCFCC,"(223, 207, 204)"
70RR 73/025,#E3DAD8,"(227, 218, 216)"
Tempered Chocolate,#5A3732,"(90, 55, 50)"
30YR 11/219,#79493F,"(121, 73, 63)"
30YR 18/212,#93645B,"(147, 100, 91)"
30YR 31/154,#B18B83,"(177, 139, 131)"
Pink Parchment,#CBB3AD,"(203, 179, 173)"
21YR 67/074,#E3CFCB,"(227, 207, 203)"
30YR 74/045,#E6DAD6,"(230, 218, 214)"
30YR 07/157,#5E3B34,"(94, 59, 52)"
30YR 16/162,#88625A,"(136, 98, 90)"
30YR 29/118,#A78A84,"(167, 138, 132)"
Pink Sandstone,#C49F9A,"(196, 159, 154)"
12YR 45/079,#C1ACA9,"(193, 172, 169)"
17YR 60/073,#D8C5C1,"(216, 197, 193)"
Blossom Tree,#E5DBD7,"(229, 219, 215)"
18YR 05/072,#453432,"(69, 52, 50)"
47RR 10/045,#54494B,"(84, 73, 75)"
Heart Wood,#9B8987,"(155, 137, 135)"
30YR 40/061,#B4A4A0,"(180, 164, 160)"
30YR 48/074,#C4B1AC,"(196, 177, 172)"
30YR 64/044,#D8CCC8,"(216, 204, 200)"
Soda Pink,#E3DAD6,"(227, 218, 214)"
48YR 06/091,#4E3A34,"(78, 58, 52)"
30YR 12/122,#71554E,"(113, 85, 78)"
30YR 15/112,#7C625C,"(124, 98, 92)"
60YR 41/072,#B5A49D,"(181, 164, 157)"
50YR 47/057,#BEB1AB,"(190, 177, 171)"
Muted Blush,#D5CBC6,"(213, 203, 198)"
Mellow Mocha,#D7CCC7,"(215, 204, 199)"
60YR 07/093,#503E37,"(80, 62, 55)"
Blanket Box,#6A4A3E,"(106, 74, 62)"
50YR 16/127,#7F6359,"(127, 99, 89)"
Fallen Burr,#C6B3AA,"(198, 179, 170)"
67YR 56/055,#CDC0B9,"(205, 192, 185)"
70YR 65/054,#DBCEC6,"(219, 206, 198)"
81YR 77/022,#E5E0DC,"(229, 224, 220)"
Pine Cone,#4A413E,"(74, 65, 62)"
54YR 12/074,#675750,"(103, 87, 80)"
50YR 22/052,#857873,"(133, 120, 115)"
60YR 33/047,#A09591,"(160, 149, 145)"
Perfectly Taupe,#C5BEBA,"(197, 190, 186)"
50YR 73/022,#DED9D5,"(222, 217, 213)"
60YR 83/009,#EDEAE6,"(237, 234, 230)"
48YR 09/077,#57453E,"(87, 69, 62)"
47YR 18/085,#806C65,"(128, 108, 101)"
60YR 30/094,#A18C82,"(161, 140, 130)"
70YR 46/069,#BEAFA6,"(190, 175, 166)"
90YR 64/040,#D6CEC7,"(214, 206, 199)"
Just Walnut,#E0DAD5,"(224, 218, 213)"
98YR 78/041,#E8E0D8,"(232, 224, 216)"
Saddle Brown,#5B4941,"(91, 73, 65)"
Woven Willow,#8B7267,"(139, 114, 103)"
70YR 31/135,#AA8E7F,"(170, 142, 127)"
Caramel Fudge,#C5AA9B,"(197, 170, 155)"
82YR 55/140,#D8BCAA,"(216, 188, 170)"
74YR 68/064,#E1D2CA,"(225, 210, 202)"
Almost Oyster,#E7DCD5,"(231, 220, 213)"
50YR 07/162,#5E3E32,"(94, 62, 50)"
Chocolate Fountain,#7A4D3A,"(122, 77, 58)"
Folk Tales,#976856,"(151, 104, 86)"
57YR 32/176,#B48D7C,"(180, 141, 124)"
51YR 48/101,#C9B1A8,"(201, 177, 168)"
50YR 65/056,#DBCCC6,"(219, 204, 198)"
50YR 74/043,#E5D9D4,"(229, 217, 212)"
65YR 11/146,#6C4E3E,"(108, 78, 62)"
46YR 12/287,#864833,"(134, 72, 51)"
Leather Case,#9B6D54,"(155, 109, 84)"
57YR 27/226,#AF7F6B,"(175, 127, 107)"
59YR 53/163,#DBB6A6,"(219, 182, 166)"
75YR 64/102,#E1CBBE,"(225, 203, 190)"
79YR 76/064,#EBDED4,"(235, 222, 212)"
70YR 12/077,#66554D,"(102, 85, 77)"
62YR 13/217,#7C503A,"(124, 80, 58)"
Fire Wood,#9A7259,"(154, 114, 89)"
Malted Caramel,#BA977C,"(186, 151, 124)"
08YY 55/137,#D4BEA8,"(212, 190, 168)"
10YY 68/110,#E3D1BF,"(227, 209, 191)"
08YY 72/077,#E6D9CC,"(230, 217, 204)"
60YR 08/186,#674332,"(103, 67, 50)"
70YR 18/184,#8F6C58,"(143, 108, 88)"
85YR 32/167,#AF907B,"(175, 144, 123)"
84YR 49/139,#CCB19F,"(204, 177, 159)"
90YR 59/108,#D9C4B6,"(217, 196, 182)"
80YR 67/085,#E1CFC3,"(225, 207, 195)"
Pink Skies,#EFE7E0,"(239, 231, 224)"
80YR 11/151,#6C5141,"(108, 81, 65)"
80YR 27/147,#A08573,"(160, 133, 115)"
90YR 41/179,#C1A28B,"(193, 162, 139)"
90YR 53/132,#D3BAA7,"(211, 186, 167)"
03YY 66/105,#E1CFBE,"(225, 207, 190)"
Tissue Paper,#E4D8CE,"(228, 216, 206)"
00YY 83/034,#F0E8DF,"(240, 232, 223)"
70YR 09/086,#5B4A41,"(91, 74, 65)"
80YR 17/129,#826A5C,"(130, 106, 92)"
81YR 38/111,#B59F91,"(181, 159, 145)"
90YR 51/109,#CCB7A8,"(204, 183, 168)"
Soft Stone,#D6C2B7,"(214, 194, 183)"
00YY 63/067,#D8CBC0,"(216, 203, 192)"
20YY 83/038,#EFE8DF,"(239, 232, 223)"
00YY 07/093,#4D3F33,"(77, 63, 51)"
79YR 19/096,#826F63,"(130, 111, 99)"
90YR 34/084,#A8998E,"(168, 153, 142)"
Pressed Putty,#C0B4AB,"(192, 180, 171)"
Archive Papers,#CAC0B8,"(202, 192, 184)"
Gentle Fawn,#D9CEC4,"(217, 206, 196)"
Nutmeg White,#E3DCD4,"(227, 220, 212)"
70YR 07/093,#4E3D34,"(78, 61, 52)"
70YR 13/140,#765B4D,"(118, 91, 77)"
80YR 21/118,#8C7567,"(140, 117, 103)"
90YR 43/101,#BAA79A,"(186, 167, 154)"
00YY 50/091,#C5B5A7,"(197, 181, 167)"
03YY 59/088,#D4C5B6,"(212, 197, 182)"
03YY 66/085,#DFD0C2,"(223, 208, 194)"
00YY 09/069,#52463B,"(82, 70, 59)"
Lucky Penny,#7C6655,"(124, 102, 85)"
90YR 26/147,#9E8472,"(158, 132, 114)"
97YR 39/118,#B5A08F,"(181, 160, 143)"
10YY 53/132,#CCB9A4,"(204, 185, 164)"
Caramel Latte,#D7C6B4,"(215, 198, 180)"
Nutty Crunch,#DECEBE,"(222, 206, 190)"
90YR 10/151,#664D3B,"(102, 77, 59)"
Acorn Cap,#8D6E5A,"(141, 110, 90)"
90YR 33/167,#B1937D,"(177, 147, 125)"
Smooth Maple,#CEAF96,"(206, 175, 150)"
00YY 62/144,#DFC6B0,"(223, 198, 176)"
10YY 75/084,#EBDCCC,"(235, 220, 204)"
21YY 82/053,#EFE7DC,"(239, 231, 220)"
91YR 10/089,#5A4A3D,"(90, 74, 61)"
00YY 12/173,#70563E,"(112, 86, 62)"
Spiced Honey,#A38061,"(163, 128, 97)"
10YY 44/215,#C9A887,"(201, 168, 135)"
10YY 55/163,#D7BEA3,"(215, 190, 163)"
Toasted Meringue,#E7D4BC,"(231, 212, 188)"
45YY 82/098,#F1E7D3,"(241, 231, 211)"
00YY 09/186,#6A4E36,"(106, 78, 54)"
00YY 19/261,#906A46,"(144, 106, 70)"
98YR 26/291,#AA7E54,"(170, 126, 84)"
11YY 37/219,#BA9A77,"(186, 154, 119)"
Beach Walk,#D4BFA5,"(212, 191, 165)"
Golden Light,#DDC9B0,"(221, 201, 176)"
30YY 79/070,#EDE3D5,"(237, 227, 213)"
Brass Bell,#735237,"(115, 82, 55)"
09YY 28/180,#A1876A,"(161, 135, 106)"
English Elm,#BEA488,"(190, 164, 136)"
12YY 47/184,#C9AE91,"(201, 174, 145)"
15YY 57/150,#D7C1A8,"(215, 193, 168)"
20YY 69/120,#E4D2BC,"(228, 210, 188)"
20YY 83/063,#F1E8DC,"(241, 232, 220)"
10YY 11/187,#6D5539,"(109, 85, 57)"
Country Tweed,#896A46,"(137, 106, 70)"
Brass Buckle,#A48561,"(164, 133, 97)"
20YY 43/200,#C5AA88,"(197, 170, 136)"
20YY 57/178,#D9C1A2,"(217, 193, 162)"
20YY 61/127,#DAC8B2,"(218, 200, 178)"
20YY 68/102,#E0D1BF,"(224, 209, 191)"
Cacao Nibs,#594B3F,"(89, 75, 63)"
06YY 21/130,#8A7662,"(138, 118, 98)"
10YY 33/163,#AB9279,"(171, 146, 121)"
20YY 39/130,#B3A18C,"(179, 161, 140)"
20YY 53/124,#CDBBA6,"(205, 187, 166)"
30YY 58/082,#CEC5B6,"(206, 197, 182)"
30YY 78/035,#E6E1D8,"(230, 225, 216)"
10YY 08/093,#54473B,"(84, 71, 59)"
Bramble Ramble,#6D5E4D,"(109, 94, 77)"
20YY 31/106,#A09180,"(160, 145, 128)"
20YY 45/114,#BCAD9A,"(188, 173, 154)"
20YY 60/104,#D6C7B5,"(214, 199, 181)"
20YY 67/084,#DBCFC0,"(219, 207, 192)"
20YY 74/055,#E4DBD0,"(228, 219, 208)"
30YY 05/044,#3F3934,"(63, 57, 52)"
10YY 14/080,#6E6256,"(110, 98, 86)"
Brave Ground,#9D8E7E,"(157, 142, 126)"
20YY 37/094,#AB9E8E,"(171, 158, 142)"
Angora Blanket,#B6AB9D,"(182, 171, 157)"
20YY 58/082,#D1C5B7,"(209, 197, 183)"
15YY 69/080,#E1D4C6,"(225, 212, 198)"
30YY 08/082,#52483B,"(82, 72, 59)"
20YY 22/129,#8B7A66,"(139, 122, 102)"
22YY 32/156,#A79278,"(167, 146, 120)"
30YY 53/124,#CCBDA6,"(204, 189, 166)"
40YY 67/087,#DDD3C2,"(221, 211, 194)"
Welsh Flint,#E4DDCE,"(228, 221, 206)"
40YY 83/043,#EFE9DF,"(239, 233, 223)"
10YY 17/140,#7C6A55,"(124, 106, 85)"
20YY 24/177,#978064,"(151, 128, 100)"
20YY 31/205,#AA906F,"(170, 144, 111)"
30YY 47/145,#C3B198,"(195, 177, 152)"
25YY 54/123,#CEBEA8,"(206, 190, 168)"
30YY 62/127,#DACAB3,"(218, 202, 179)"
Shifting Sands,#DCD1C0,"(220, 209, 192)"
20YY 09/175,#634F35,"(99, 79, 53)"
Burnished Brass,#7D623B,"(125, 98, 59)"
20YY 23/246,#987B54,"(152, 123, 84)"
20YY 38/225,#BD9F7B,"(189, 159, 123)"
30YY 58/178,#D9C3A4,"(217, 195, 164)"
30YY 64/149,#DFCCB1,"(223, 204, 177)"
35YY 76/110,#ECDFCA,"(236, 223, 202)"
30YY 12/263,#745D36,"(116, 93, 54)"
30YY 27/226,#9F8662,"(159, 134, 98)"
30YY 36/185,#B29C7D,"(178, 156, 125)"
25YY 46/170,#C5AF92,"(197, 175, 146)"
30YY 65/171,#E4CFB1,"(228, 207, 177)"
40YY 70/138,#E6D7BD,"(230, 215, 189)"
49YY 75/130,#E9DDC4,"(233, 221, 196)"
Aged Bronze,#645636,"(100, 86, 54)"
30YY 17/209,#7F6948,"(127, 105, 72)"
30YY 39/225,#BBA17B,"(187, 161, 123)"
Cashew Nut,#DBCAA4,"(219, 202, 164)"
46YY 63/147,#DACCB0,"(218, 204, 176)"
44YY 69/140,#E3D5BB,"(227, 213, 187)"
57YY 86/073,#F3EDDD,"(243, 237, 221)"
30YY 09/175,#645239,"(100, 82, 57)"
30YY 20/193,#8A7455,"(138, 116, 85)"
40YY 41/152,#B7A78C,"(183, 167, 140)"
Dune Grass,#CABB9E,"(202, 187, 158)"
47YY 62/143,#D6C9AD,"(214, 201, 173)"
Elderflower Tea,#E8DCC6,"(232, 220, 198)"
Vanilla White,#F0E8DA,"(240, 232, 218)"
19YY 15/105,#6F614F,"(111, 97, 79)"
30YY 24/177,#948062,"(148, 128, 98)"
30YY 28/161,#9D8B70,"(157, 139, 112)"
30YY 44/114,#BCAE9A,"(188, 174, 154)"
Pocket Stone,#D4C9B5,"(212, 201, 181)"
Rolled Oats,#DBCFBB,"(219, 207, 187)"
53YY 77/064,#E7E1D4,"(231, 225, 212)"
Country Boots,#63584C,"(99, 88, 76)"
21YY 18/079,#786D60,"(120, 109, 96)"
20YY 29/095,#998C7C,"(153, 140, 124)"
21YY 38/102,#B0A290,"(176, 162, 144)"
30YY 51/098,#C6BAA8,"(198, 186, 168)"
30YY 60/104,#D3C6B4,"(211, 198, 180)"
51YY 74/066,#E3DDCF,"(227, 221, 207)"
64YY 10/021,#4F4E49,"(79, 78, 73)"
Urban Walk,#8A8376,"(138, 131, 118)"
40YY 38/107,#AFA490,"(175, 164, 144)"
River Bed,#C1B8A8,"(193, 184, 168)"
Egyptian Cotton,#D8D1C5,"(216, 209, 197)"
Bakers Flour,#E1DACA,"(225, 218, 202)"
64YY 83/058,#ECE9DC,"(236, 233, 220)"
Tawny Owl,#5F5A4C,"(95, 90, 76)"
Common Dormouse,#908874,"(144, 136, 116)"
Silken Clay,#ABA18D,"(171, 161, 141)"
46YY 53/062,#C3BDB0,"(195, 189, 176)"
54YY 63/072,#D3CDBE,"(211, 205, 190)"
64YY 65/071,#D5D1C2,"(213, 209, 194)"
81YY 81/016,#E8E7E3,"(232, 231, 227)"
48YY 12/123,#625841,"(98, 88, 65)"
45YY 20/168,#847558,"(132, 117, 88)"
Desert Dusk,#938564,"(147, 133, 100)"
Hemp Cloth,#B6A379,"(182, 163, 121)"
Cardamom Pod,#C4B591,"(196, 181, 145)"
Cobble Cove,#E6D9B7,"(230, 217, 183)"
Tailors Chalk,#E8E1CB,"(232, 225, 203)"
70YY 09/175,#5A5335,"(90, 83, 53)"
70YY 18/152,#787256,"(120, 114, 86)"
70YY 34/180,#A49B7A,"(164, 155, 122)"
70YY 46/160,#B8B192,"(184, 177, 146)"
52YY 55/131,#CBC0A7,"(203, 192, 167)"
70YY 66/130,#D9D2B8,"(217, 210, 184)"
58YY 72/095,#E1DAC7,"(225, 218, 199)"
Writers Desk,#494538,"(73, 69, 56)"
70YY 26/137,#918A70,"(145, 138, 112)"
60YY 33/130,#9E967E,"(158, 150, 126)"
64YY 39/108,#AAA48F,"(170, 164, 143)"
Mossy Stone,#CBC5B1,"(203, 197, 177)"
70YY 65/090,#D4CFBC,"(212, 207, 188)"
Fossil Hunting,#DEDACB,"(222, 218, 203)"
90YY 19/075,#747264,"(116, 114, 100)"
Flint Arrow,#949488,"(148, 148, 136)"
83YY 45/055,#B2B1A5,"(178, 177, 165)"
Matcha Grey,#B6B4A9,"(182, 180, 169)"
96YY 66/036,#D3D3CB,"(211, 211, 203)"
81YY 73/041,#DEDDD3,"(222, 221, 211)"
Clock Face,#EBEAE4,"(235, 234, 228)"
30GY 11/076,#53594C,"(83, 89, 76)"
08GY 19/067,#717366,"(113, 115, 102)"
08GY 32/058,#94968A,"(148, 150, 138)"
Silver Lichen,#AFB3A5,"(175, 179, 165)"
Lunar Landing,#C0C1B5,"(192, 193, 181)"
82YY 67/046,#D6D5CB,"(214, 213, 203)"
Spiders Web,#DDDCD3,"(221, 220, 211)"
12GY 10/087,#4F5342,"(79, 83, 66)"
11GY 12/072,#575A4C,"(87, 90, 76)"
17GY 27/098,#858A77,"(133, 138, 119)"
12GY 39/101,#A3A793,"(163, 167, 147)"
16GY 66/078,#D0D4C3,"(208, 212, 195)"
99YY 77/080,#E2E3D2,"(226, 227, 210)"
63GY 83/021,#E6E9E3,"(230, 233, 227)"
Palm Night,#384137,"(56, 65, 55)"
Trafalgar Grey,#5C615A,"(92, 97, 90)"
Mouse Tail,#7B8178,"(123, 129, 120)"
Highland Mist,#9DA298,"(157, 162, 152)"
Tranquil Dawn,#BDC3B9,"(189, 195, 185)"
Silver Shingle,#DCDFD8,"(220, 223, 216)"
70GY 72/025,#D7DAD5,"(215, 218, 213)"
30GG 10/050,#47524D,"(71, 82, 77)"
74GY 15/043,#616760,"(97, 103, 96)"
77GY 32/058,#8F988F,"(143, 152, 143)"
90GY 46/056,#A9B4AB,"(169, 180, 171)"
Tumbled Glass,#C6D0C8,"(198, 208, 200)"
90GY 72/040,#D5DED6,"(213, 222, 214)"
90GY 82/028,#E3E9E1,"(227, 233, 225)"
50GG 05/063,#2D3D39,"(45, 61, 57)"
Neptune Seas,#627775,"(98, 119, 117)"
Midnight Garden,#6D837D,"(109, 131, 125)"
Fresh Foliage,#98A9A4,"(152, 169, 164)"
54GG 47/053,#A9B7B3,"(169, 183, 179)"
50GG 63/042,#C6D1CD,"(198, 209, 205)"
50GG 73/031,#D5DDD8,"(213, 221, 216)"
44GG 08/039,#384340,"(56, 67, 64)"
10GG 21/050,#757E78,"(117, 126, 120)"
Storm Day,#838C86,"(131, 140, 134)"
10GG 38/038,#9DA5A0,"(157, 165, 160)"
Garden Grey,#B8BFBA,"(184, 191, 186)"
Weathered Glass,#CDD4CE,"(205, 212, 206)"
10GG 72/022,#D5DAD5,"(213, 218, 213)"
92BG 08/031,#3D4448,"(61, 68, 72)"
Winters Sky,#4E5A60,"(78, 90, 96)"
70BG 28/060,#829096,"(130, 144, 150)"
70BG 40/050,#9DAAAE,"(157, 170, 174)"
Misty Morning,#B7C3C5,"(183, 195, 197)"
80GG 67/036,#CBD5D3,"(203, 213, 211)"
85GG 76/039,#D7E3E0,"(215, 227, 224)"
90BG 08/075,#394A53,"(57, 74, 83)"
93BG 18/066,#64727A,"(100, 114, 122)"
Denim Drift,#7C8D95,"(124, 141, 149)"
90BG 35/068,#8F9EA5,"(143, 158, 165)"
90BG 44/049,#A7B1B6,"(167, 177, 182)"
50BG 64/028,#C9D1D2,"(201, 209, 210)"
Drifting Cloud,#DBE0E0,"(219, 224, 224)"
00BB 06/017,#36393A,"(54, 57, 58)"
Ink Well,#364A55,"(54, 74, 85)"
Faded Indigo,#5E717B,"(94, 113, 123)"
90BG 30/073,#84939C,"(132, 147, 156)"
Earl Blue,#A0A9AE,"(160, 169, 174)"
90BG 63/043,#C7D0D4,"(199, 208, 212)"
50BG 74/020,#D9DEDF,"(217, 222, 223)"
20BB 08/051,#3D454D,"(61, 69, 77)"
21BB 12/077,#4E5B66,"(78, 91, 102)"
18BB 18/075,#63707B,"(99, 112, 123)"
16BB 27/091,#7E8D99,"(126, 141, 153)"
10BB 39/100,#95A7B4,"(149, 167, 180)"
10BB 55/065,#B8C4CC,"(184, 196, 204)"
84BG 66/028,#CDD3D5,"(205, 211, 213)"
Sapphire Splendour,#3B424C,"(59, 66, 76)"
49BB 14/046,#60666C,"(96, 102, 108)"
Grey Splendor,#737B84,"(115, 123, 132)"
30BB 31/043,#90969C,"(144, 150, 156)"
Restful Slumber,#AAB2B9,"(170, 178, 185)"
Misty Mirror,#C8CED4,"(200, 206, 212)"
10BB 73/039,#D7DDE1,"(215, 221, 225)"
Black Opal,#2C3241,"(44, 50, 65)"
Veiled Violet,#606573,"(96, 101, 115)"
70BB 28/080,#898D9B,"(137, 141, 155)"
70BB 40/062,#A3A7B1,"(163, 167, 177)"
70BB 55/044,#BEC2C9,"(190, 194, 201)"
70BB 64/035,#CCCED3,"(204, 206, 211)"
70BB 73/020,#DADBDC,"(218, 219, 220)"
Blackberry Bush,#3B343F,"(59, 52, 63)"
10RB 14/049,#66656D,"(102, 101, 109)"
10RB 23/061,#81808B,"(129, 128, 139)"
10RB 28/055,#8C8B95,"(140, 139, 149)"
Violet Storm,#B4B3B9,"(180, 179, 185)"
30RB 64/030,#D1CFD3,"(209, 207, 211)"
90BB 73/022,#DBDBDD,"(219, 219, 221)"
Plum Compote,#484253,"(72, 66, 83)"
38RB 15/086,#675F6D,"(103, 95, 109)"
30RB 26/067,#8A8692,"(138, 134, 146)"
30RB 36/055,#A09DA7,"(160, 157, 167)"
30RB 49/042,#B8B5BC,"(184, 181, 188)"
30RB 56/036,#C4C1C6,"(196, 193, 198)"
30RB 73/016,#DCDBDB,"(220, 219, 219)"
39RR 07/029,#41393B,"(65, 57, 59)"
38RR 15/026,#676162,"(103, 97, 98)"
Wooded Solace,#807A7C,"(128, 122, 124)"
50RR 32/029,#9F9899,"(159, 152, 153)"
50RR 54/018,#C4C0C0,"(196, 192, 192)"
90RR 64/025,#D5CECD,"(213, 206, 205)"
50RR 72/010,#DDDAD8,"(221, 218, 216)"
16YR 12/037,#5F5654,"(95, 86, 84)"
Damson Dusk,#6E6867,"(110, 104, 103)"
04YR 24/029,#867E7D,"(134, 126, 125)"
34YR 35/025,#A19B98,"(161, 155, 152)"
33YR 48/037,#BEB4B1,"(190, 180, 177)"
Silver Shores,#BEBCBA,"(190, 188, 186)"
50YR 62/008,#CDCBC9,"(205, 203, 201)"
62RR 09/009,#4D4A4A,"(77, 74, 74)"
Vintage Smoke,#66605C,"(102, 96, 92)"
62YR 22/051,#857A74,"(133, 122, 116)"
73YR 32/063,#A1948C,"(161, 148, 140)"
96YR 46/065,#BDB1A6,"(189, 177, 166)"
Waxed Wood,#D5CCC4,"(213, 204, 196)"
Paper Chain,#DFDAD5,"(223, 218, 213)"
Dipped Chocolate,#4A423A,"(74, 66, 58)"
Vintage Coins,#796C61,"(121, 108, 97)"
Praline Melt,#847B72,"(132, 123, 114)"
Woodland Trail,#9D948B,"(157, 148, 139)"
10YY 48/071,#C2B6A9,"(194, 182, 169)"
19YY 61/057,#D2CABF,"(210, 202, 191)"
30YY 69/048,#DDD7CD,"(221, 215, 205)"
Stable Gates,#48433F,"(72, 67, 63)"
Spinning Wheel,#4E4A45,"(78, 74, 69)"
30YY 20/029,#7D7974,"(125, 121, 116)"
10YY 46/041,#BAB3AC,"(186, 179, 172)"
10YY 54/034,#C5BFB9,"(197, 191, 185)"
Pale Taupe,#D2CDC6,"(210, 205, 198)"
27YY 77/042,#E5DFD7,"(229, 223, 215)"
90YR 06/001,#363635,"(54, 54, 53)"
96YR 09/033,#514C47,"(81, 76, 71)"
Willow Twig,#6C645F,"(108, 100, 95)"
Woven Nest,#9E9890,"(158, 152, 144)"
30YY 46/036,#B7B3AC,"(183, 179, 172)"
Gentle Moon,#D8D4CE,"(216, 212, 206)"
Love Letter,#E4E1DB,"(228, 225, 219)"
Raisin Cake,#53504D,"(83, 80, 77)"
17YY 16/022,#6C6965,"(108, 105, 101)"
Warm Grey,#817B73,"(129, 123, 115)"
Narrow Lane,#B0AAA0,"(176, 170, 160)"
Cygnet Feather,#B7AFA4,"(183, 175, 164)"
Knotted Twine,#CBC4B8,"(203, 196, 184)"
Pebble Shore,#D2CFC6,"(210, 207, 198)"
Wild Mushroom,#68655D,"(104, 101, 93)"
54YY 22/044,#7F7B73,"(127, 123, 115)"
Grey Taupe,#9C968B,"(156, 150, 139)"
54YY 46/065,#B7B2A4,"(183, 178, 164)"
39YY 53/067,#C4BDB0,"(196, 189, 176)"
44YY 65/034,#CECCC3,"(206, 204, 195)"
30YY 72/018,#DEDCD7,"(222, 220, 215)"
Scottish Loch,#4C4E48,"(76, 78, 72)"
City Fog,#63655D,"(99, 101, 93)"
Weathered Penny,#818278,"(129, 130, 120)"
30GY 40/029,#A4A7A1,"(164, 167, 161)"
30GY 56/023,#C1C2BD,"(193, 194, 189)"
50GY 72/012,#DADBD6,"(218, 219, 214)"
30GY 76/017,#E0E1DC,"(224, 225, 220)"
61GY 11/019,#4F514D,"(79, 81, 77)"
54GG 16/017,#646967,"(100, 105, 103)"
93GY 24/024,#7F847F,"(127, 132, 127)"
80GY 50/031,#B5BBB5,"(181, 187, 181)"
79GY 59/017,#C5C7C3,"(197, 199, 195)"
49GG 77/014,#DEE2E0,"(222, 226, 224)"
11GY 85/016,#ECEDE7,"(236, 237, 231)"
Almost Black,#3C3E3E,"(60, 62, 62)"
78BG 12/032,#555C5E,"(85, 92, 94)"
Storm Clearing,#8F9391,"(143, 147, 145)"
Warm Pewter,#A2A5A5,"(162, 165, 165)"
30GG 52/011,#B8BBB9,"(184, 187, 185)"
Goose Down,#C9CBC9,"(201, 203, 201)"
30BG 72/017,#D6DAD7,"(214, 218, 215)"
Cannon Ball,#505354,"(80, 83, 84)"
Basically Black,#494D52,"(73, 77, 82)"
Thunder Clouds,#676A6B,"(103, 106, 107)"
12BB 35/025,#9A9EA0,"(154, 158, 160)"
95BG 49/025,#B2B8BA,"(178, 184, 186)"
30BB 62/004,#CBCDCC,"(203, 205, 204)"
Grey Wisp,#DADAD9,"(218, 218, 217)"
Cobalt Night,#343639,"(52, 54, 57)"
Noble Grey,#4D4F52,"(77, 79, 82)"
95BG 23/044,#767F84,"(118, 127, 132)"
Natural Slate,#909396,"(144, 147, 150)"
Wise Diamond,#AFB1B3,"(175, 177, 179)"
30BB 53/012,#BDBFC0,"(189, 191, 192)"
Snail Trail,#DAE0E2,"(218, 224, 226)"
81YR 06/003,#343333,"(52, 51, 51)"
26BB 10/008,#4F5050,"(79, 80, 80)"
28GG 22/002,#7D7D7C,"(125, 125, 124)"
Chic Shadow,#BABAB9,"(186, 186, 185)"
Brushed Buckle,#CCCCCB,"(204, 204, 203)"
Polished Pebble,#D8D8D7,"(216, 216, 215)"
Calm Clouds,#E8E8E5,"(232, 232, 229)"
60RR 07/002,#3F3E3E,"(63, 62, 62)"
36RR 14/002,#616160,"(97, 97, 96)"
16BB 25/001,#858585,"(133, 133, 133)"
53BB 36/004,#9E9F9E,"(158, 159, 158)"
21BG 45/002,#B0B0AF,"(176, 176, 175)"
17GY 68/005,#D4D4D2,"(212, 212, 210)"
75GY 81/005,#E6E7E4,"(230, 231, 228)"
87YR 12/005,#5B5A58,"(91, 90, 88)"
31BG 26/004,#878888,"(135, 136, 136)"
Concrete Grey,#9D9E9D,"(157, 158, 157)"
49GG 52/001,#BCBDBB,"(188, 189, 187)"
Surrendered Skies,#CBCCCB,"(203, 204, 203)"
08GG 72/006,#D9DAD8,"(217, 218, 216)"
81YR 85/004,#EBEAE8,"(235, 234, 232)"
